Time,Voltage,Current,Power
2024-11-04 01:43:02.702001,489.2291839025537,1.2764979644893777,624.5000574204092
2024-11-04 01:44:02.702001,502.94261758059804,1.545236460843586,777.1652703976524
2024-11-04 01:45:02.702001,501.9248891113427,1.4979025202511869,751.8345563766777
2024-11-04 01:46:02.702001,513.3398763778857,1.4130982325809702,725.399672022924
2024-11-04 01:47:02.702001,496.35253201272747,1.603820216993571,796.0602255979609
2024-11-04 01:48:02.702001,497.22441832998715,1.5358124852505481,763.6434696426358
2024-11-04 01:49:02.702001,501.55951551757664,1.4799457520898194,742.2808744104653
2024-11-04 01:50:02.702001,519.9336643611455,1.6002366073119554,832.0168830845523
2024-11-04 01:51:02.702001,493.7147755304259,1.496720147092596,738.9528514536871
2024-11-04 01:52:02.702001,498.3094984228374,1.5197989295586742,757.3302422919481
2024-11-04 01:53:02.702001,489.18739245463894,1.5944127986220111,779.9666394542049
2024-11-04 01:54:02.702001,499.7801294648203,1.5090375649974352,754.1869896016954
2024-11-04 01:55:02.702001,504.9398784658653,1.6336605129478956,824.9003408623936
2024-11-04 01:56:02.702001,503.02060760884484,1.6224710949728887,816.1363960210502
2024-11-04 01:57:02.702001,489.3371050756091,1.4459598272822791,707.5617959379382
2024-11-04 01:58:02.702001,498.8985905729908,1.4514867199406476,724.1446788138026
2024-11-04 01:59:02.702001,505.3878226347863,1.3513092736734587,682.9352515280239
2024-11-04 02:00:02.702001,505.23431466659844,1.7777349405874796,898.1726943665814
2024-11-04 02:01:02.702001,490.81074267477146,1.353529294741268,664.3267183840214
2024-11-04 02:02:02.702001,514.6796278012127,1.4570122225746722,749.89450841655
2024-11-04 02:03:02.702001,502.0616798700651,1.585496462568942,796.0170174254089
2024-11-04 02:04:02.702001,480.184622858876,1.3076510844738907,627.9139428290954
2024-11-04 02:05:02.702001,475.1442636664759,1.5683667088787179,745.2004450491926
2024-11-04 02:06:02.702001,495.1082680582008,1.3526185825640853,669.6926437566427
2024-11-04 02:07:02.702001,485.9600836445625,1.542597098367513,749.640614952536
2024-11-04 02:08:02.702001,498.1248679779779,1.4112294729500623,702.9684948998811
2024-11-04 02:09:02.702001,496.2015231843979,1.4221546038269641,705.6752806226435
2024-11-04 02:10:02.702001,487.5400169838508,1.3535928925918037,659.9307018434278
2024-11-04 02:11:02.702001,497.6128075698522,1.6749697356742668,833.4863927634051
2024-11-04 02:12:02.702001,498.7911874937236,1.4851950849393907,740.8022200767604
2024-11-04 02:13:02.702001,498.42656738119274,1.4736847332622605,734.5236230019771
2024-11-04 02:14:02.702001,503.68539534213966,1.5007088866573621,755.8851488694756
2024-11-04 02:15:02.702001,494.7093573683756,1.5789469874176847,781.1198494641354
2024-11-04 02:16:02.702001,502.5105112450366,1.6219275841222338,815.0356594996908
2024-11-04 02:17:02.702001,493.24226443618215,1.4866525689255872,733.279879526724
2024-11-04 02:18:02.702001,501.71948561802,1.6444525112122712,825.0538680486819
2024-11-04 02:19:02.702001,470.66580741050956,1.415004445573264,665.9942098652007
2024-11-04 02:20:02.702001,498.4798605680137,1.43677527626654,716.2035393809142
2024-11-04 02:21:02.702001,507.1917386528379,1.5049417788507704,763.2940373866169
2024-11-04 02:22:02.702001,493.37123369208535,1.685963147876724,831.8057182273311
2024-11-04 02:23:02.702001,510.26381842923564,1.4577364479528976,743.8301661959163
2024-11-04 02:24:02.702001,502.82394617700555,1.5519300225560586,780.3475781322066
2024-11-04 02:25:02.702001,490.236190510642,1.4636804403385066,717.5491231964885
2024-11-04 02:26:02.702001,488.93282877385246,1.4470206734762157,707.4959111769713
2024-11-04 02:27:02.702001,489.76555623859593,1.51709036659147,743.0186072578866
2024-11-04 02:28:02.702001,508.90111879918084,1.5717165839682574,799.8483280166729
